ITEM_SEQ,ITEM_NAME,ENTP_NAME,CHART,PRINT_FRONT,PRINT_BACK,DRUG_SHAPE,COLOR_CLASS1,COLOR_CLASS2,LINE_FRONT,LINE_BACK,LENG_LONG,LENG_SHORT,THICK,CLASS_NAME,ETC_OTC_NAME,ITEM_PERMIT_DATE,FORM_CODE_NAME,MARK_CODE_FRONT_ANAL,MARK_CODE_BACK_ANAL,ITEM_IMAGE,MARK_CODE_FRONT_IMG,MARK_CODE_BACK_IMG,ITEM_ENG_NAME,EDI_CODE,last_updated
200410954,에이낙정(아세클로페낙),신일제약(주),흰색의 원형 필름코팅정,ANAC100,SI,원형,하양,,,,8.10,8.10,3.65,해열.진통.소염제,전문의약품,20040914,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577171452900009,,,A-Nac Tab.,653802100,2024-12-11 2:55
200401792,"덱스핀연질캡슐(덱시부프로펜)(수출용)(수출명:Dexdil, Dexpental, Desfen, Anyfen soft caps.)",한국유나이티드제약(주),황색의 액체가 든 투명한 타원형 연질캡슐,DXPN,,타원형,"노랑, 투명",,,,14,8.5,8.5,해열.진통.소염제,일반의약품,20040709,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809045897300051,,,Dexphine Soft Cap.,,2024-12-11 2:55
200403238,메디콕스캡슐(멜록시캄)(수출명:마이멜록캡슐(MYMELOXECapsule)),명문제약(주),"미황색 가루가 든 상,하 담녹색 캡슐제",MM MD 7.5,,장방형,초록,초록,,,17.60,6.07,6.35,해열.진통.소염제,전문의약품,20040507,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OSWzHKsw0T,,,MYMELOXE Capsule,649800680,2024-12-11 2:55
200402583,엑시캄캡슐7.5밀리그람(멜록시캄),신일제약(주),미황색 분말이 충전된 상하 연녹색의 경질캡슐제,Exicam 7.5mg,,장방형,연두,연두,,,17.60,6.07,6.35,해열.진통.소염제,전문의약품,20040917,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Os35onWpzX,,,Exicam Cap. 7.5mg,653802160,2024-12-11 2:55
200400685,보믹캡슐(멜록시캄),아주약품(주),미황색의 분말이 충진된 상.하부 연회녹색의 경질캡슐제,Bomic 7.5mg,,장방형,연두,연두,,,17.4,6.1,6.1,해열.진통.소염제,전문의약품,20040212,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Os35onWplr,,,BOMIC CAP 7.5MG,654000380,2024-12-11 2:55
200403308,맥시캄캡슐7.5밀리그램(멜록시캄),코스맥스바이오(주),미황색가루가 든 상.하부 담녹색의 캡슐제,마크 모비캄,,장방형,초록,초록,,,17.71,6.11,6.11,해열.진통.소염제,전문의약품,20040329,"경질캡슐제, 산제","Hw,mH",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2KN,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938657883200012,,,,2024-12-11 2:55
200401409,모리캄캡슐(멜록시캄),진양제약(주),연한 노란색 가루가 든 상·하 연한 녹색의 경질 캡슐제,JY MLC,,장방형,연두,연두,,,14.2,5.05,5.32,해열.진통.소염제,전문의약품,20040909,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPpk4,,,Moricam Cap.,650300560,2024-12-11 2:55
200403532,류멜캡슐7.5밀리그램(멜록시캄),한림제약(주),미황색 가루가 든 상하부 담녹색의 경질캡슐제,HL REM,,장방형,초록,초록,,,17.4,6.15,6.15,해열.진통.소염제,전문의약품,20040914,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Os35onWpsq,,,Leumel Cap.,645300450,2024-12-11 2:55
200411208,이텍스나부메톤정500mg,(주)테라젠이텍스,[내수용]황색의 타원형 필름코팅정제[수출용]흰색의 타원형 필름코팅정제,ETX,NB,타원형,노랑,,,,15.5,8.5,5.6,해열.진통.소염제,전문의약품,20040909,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200077,,,Nabumetone Tab. 500mg Etex,698500350,2024-12-11 2:55
200403421,탈루펜정(탈니플루메이트),삼익제약(주),주황색의 원형 필름코팅정,마크,TL,원형,주황,,,,11,11,3,해열.진통.소염제,전문의약품,20040805,필름코팅정,"三IK,三1K,≡IK,≡1K",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200082,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600088,,Talpin Tabs.,,2024-12-11 2:55
200401928,포탈정(탈니플루메이트),에이치엘비제약(주),주황색의 원형 필름코팅정,CT,TF,원형,주황,,,,10.2,10.2,6.1,해열.진통.소염제,전문의약품,20040909,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152285640712400025,,,Potal Tab.,,2024-12-11 2:55
200712117,디프세틴캡슐(플루옥세틴염산염),하나제약(주),백색 내지 회백색의 분말을 함유한 상.하부 미황색의 경질캅셀제,HANA DPS,,장방형,노랑,노랑,,,14.20,5.05,5.32,정신신경용제,전문의약품,20071106,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672201851600029,,,,,2024-12-11 2:55
200401412,제로작캡슐(플루옥세틴염산염),(주)한국피엠지제약,백색 내지 회백색의 분말을 함유한 상.하부 미황색의 경질캡슐제,PU 7,,장방형,노랑,노랑,,,15,5,5,정신신경용제,전문의약품,20040909,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Mo_,,,Zerozac Cap.,,2024-12-11 2:55
200401685,뉴로작캡슐(염산플루옥세틴)(수출명:FLUZAC CAP.),(주)오스코리아제약,"백색-회백색의 분말을 충진한 상부 녹색,하부 미황색의 경질캡슐제",UKP NRZ,,장방형,초록,노랑,,,14,5,5,정신신경용제,전문의약품,20040922,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149085613171500041,,,FLUZAC CAP.,,2024-12-11 2:55
200410502,플루누린캡슐20밀리그람(염산플루옥세틴),한국산도스(주),"백색의 분말을 충진한 상부 연두색, 하부 미황색으로 F20 이 새겨진 경질캡슐제",F20,,장방형,연두,노랑,,,15,3,6,정신신경용제,전문의약품,20040130,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200100,,,,,2024-12-11 2:55
200403822,유니페리돈정(리스페리돈),유니메드제약(주),연한 오렌지색의 장방형 필름코팅정,PER분할선2,,장방형,노랑,,-,,12.3,5.5,3,정신신경용제,전문의약품,20040413,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oj34d6imJ1,,,Uniperidon Tab.,649503240,2024-12-11 2:55
200400317,리스프리정2밀리그램(리스페리돈),일동제약(주),장방형의 연한 오렌지색 필름코팅정제,ID분할선2,,장방형,주황,,-,,12.04,4.94,2.98,정신신경용제,전문의약품,20040126,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcFYCJIxzZ,,,Rispri Tab. 2mg(Risperidone),642900400,2024-12-11 2:55
200410325,쎄로켈정300밀리그램(쿠에티아핀푸마르산염),알보젠코리아(주),흰색의 캅셀모양의 필름코팅정,SEROQUEL,300,장방형,하양,,,,19.0,7.62,5.47,정신신경용제,전문의약품,20040812,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N9r98JmP4e,,,Seroquel IR Tablet 300mg (Quetiapine Fumarate),652606760,2024-12-11 2:55
200403615,에론정(염산에페리손),(주)유한메디카,주홍색의 당의정,YMERON,,원형,주황,,,,8.3,8.3,4.4,골격근이완제,전문의약품,20040823,당의정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151568446858400033,,,Eron Tab.,,2024-12-11 2:55
200400127,티로판정(티로프라미드염산염),동광제약(주),흰색의 원형 필름코팅정,TPN,,원형,하양,,,,7,7,4,진경제,전문의약품,20040914,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqO4sCY1vA,,,Tiropan Tab.,645903120,2024-12-11 2:55
200400803,스파로드정(티로프라미드염산염),(주)일화,흰색의 원형 필름코팅정,IH,S,원형,하양,,,,7.6,7.6,3.5,진경제,전문의약품,20040914,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200157,,,Sparod Tab.,640900490,2024-12-11 2:55
200403541,텔로드정(염산티로프라미드),한림제약(주),백색의 원형필름 코팅정,HL,,원형,하양,,,,7.1,7.1,3.9,진경제,전문의약품,20040914,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765855044700058,,,,,2024-12-11 2:55
200301739,에스티나정(에바스틴),알보젠코리아(주),백색의 타원형 필름코팅정,MD분할선10,,장방형,하양,,-,,10,4.5,2.2,항히스타민제,전문의약품,20031208,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Eyt,,,Estina Tablet (Ebastine),652604690,2024-12-11 2:55
200404654,케이스틴정(아젤라스틴염산염),주식회사제뉴원사이언스,밝은 황색의 원형필름코팅정제,KK,,원형,노랑,,,,6.5,6.5,3,기타의 알레르기용약,전문의약품,20040923,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_KcnJ,,,Keistatin Tab.,671701190,2024-12-11 2:55
200400300,바소딜렌정(카르베딜롤),국제약품(주),백색의 원형정제,K분할선J,VD,원형,하양,,-,,8,8,2.8,혈압강하제,전문의약품,20040930,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGey,,,VASODILEN(Carvedilol),643701280,2024-12-11 2:55
200500972,아마릴엠정2/500밀리그람(수출명 : 코아마릴2/500밀리그람),(주)한독,흰색 강낭콩모양의 양쪽이 볼록한 필름코팅정제 (내수용),마크,분할선,기타,하양,,기타,-,16.1,8.5,6.0,당뇨병용제,전문의약품,20050519,필름코팅정,"태극마크,HD",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300100,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700151,,Amaryl M Tab. 2/500mg,652100840,2024-12-11 2:55
200502180,미네신정(염산프라조신),세종제약(주),흰색의 장방형 정제,마크,MN분할선C1,장방형,하양,,,-,11.0,5.5,3.1±2,혈압강하제,전문의약품,20050602,나정,"Sj,5j",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597934823700154,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938644048800053,,Minecin Tab.,,2024-12-11 2:55
200502221,비소자이드정2.5/6.25mg,제이더블유신약(주),청색의 원형 필름코팅정제,CS 2.5,,원형,파랑,,,,7.74,7.74,2.64,혈압강하제,전문의약품,20050701,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611724261800001,,,Bisozide Tab. 2.5/6.25mg,,2024-12-11 2:55
200502724,로비스정2.5/6.25밀리그람,(주)유영제약,황색의 원형 필름코팅정,마크,LBS2.5,원형,노랑,,,,7.1,7.1,3.3,혈압강하제,전문의약품,20050622,필름코팅정,i,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946451934400065,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900100,,,,2024-12-11 2:55
200502222,비소자이드정5/6.25mg,제이더블유신약(주),황색의 원형 필름코팅정제,CS5,,원형,노랑,,,,7.66,7.66,2.7,혈압강하제,전문의약품,20050701,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148950600890800034,,,,,2024-12-11 2:55
200502725,로비스정5/6.25밀리그람,(주)유영제약,적자색의 원형 필름코팅정,마크,LBS 5,원형,빨강,,,,7.2,7.2,3.4,혈압강하제,전문의약품,20050622,필름코팅정,i,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150194764897400121,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900100,,,,2024-12-11 2:55
200501559,니자티드정(니자티딘),(주)한국파마,연한 황색의 원형 필름코팅정제,NZT 75,,원형,노랑,,,,8.1,8.1,3.65,소화성궤양용제,일반의약품,20050715,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765867288000094,,,Nizatid Tab.,653000210,2024-12-11 2:55
200500421,후로목스정100밀리그램(세프카펜피복실염산염수화물),일동제약(주),엷은 홍색의 원형 필름코팅정,ID,100,원형,분홍,,,,8.66,8.66,3.96,"주로 그람양성, 음성균에 작용하는 것",전문의약품,20050517,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428162236600150,,,Flomox Tab. 100mg(Cefcapene pivoxil HCl),642902570,2024-12-11 2:55
200500420,후로목스정75밀리그램(세프카펜피복실염산염수화물),일동제약(주),백색의 원형 필름코팅정,ID,75,원형,하양,,,,7.6,7.6,3.35,"주로 그람양성, 음성균에 작용하는 것",전문의약품,20050517,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428162236600153,,,Flomox Tab. 75mg(Cefcapene pivoxil HCl),642902580,2024-12-11 2:55
200400910,판프라졸정40mg(판토프라졸나트륨세스키히드레이트),영진약품(주),황색의 장용성 제피를 한 타원형정제,P4,,타원형,노랑,,,,11.60,5.09,3.64,소화성궤양용제,전문의약품,20040903,장용성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHp2,,,Panprazol Tab. 40mg,642401560,2024-12-11 2:55
200702970,판프라졸정20밀리그램(판토프라졸나트륨세스키히드레이트),영진약품(주),황색의 장용성 제피를 한 타원형 정제,P2,,타원형,노랑,,,,9.0,4.7,2.9,소화성궤양용제,전문의약품,20070309,장용성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148665508550600087,,,Panprazol Tab. 20mg,642401550,2024-12-11 2:55
200500432,케어본플러스정,일동제약(주),녹색의 타원형 필름 코팅정,IDP·C,,타원형,연두,,,,19.27,9.15,7.03,혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,20050715,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609810414600045,,,Carebone Plus Tab.,,2024-12-11 2:55
200300015,클로신정250밀리그램(클래리트로마이신),신풍제약(주),바닐라향이 나는 노락색의 타원형 필름코팅정,SP,250,타원형,노랑,,,,15.8,8.0,5.9,기타의 항생물질제제(복합항생물질제제를 포함),전문의약품,20030724,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OrAg2v1dX6,,,Clocin Tab. 250mg,648503590,2024-12-11 2:55
200502784,리버엔연질캡슐,(주)녹십자,"황색의유상액체가충진되어있는일면녹황색,일면초코색의장방형연질캡슐",Liveren,,장방형,갈색,노랑,,,23.70,8.00,8.00,간장질환용제,일반의약품,20050923,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428162236600173,,,,,2024-12-11 2:55
200500717,이토피드정(이토프리드염산염),동화약품(주),흰색의 원형 필름코팅정,D-W,ITO,원형,하양,,,,7.0,7.0,3.1,기타의 소화기관용약,전문의약품,20050927,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502200065,,,ITOPID tablets,642702700,2024-12-11 2:55
200512301,레니딥정(레르카니디핀염산염),동화약품(주),노란색의 원형 필름코팅정제,D-W,분할선,원형,노랑,,,-,6.6,6.6,2.8,혈압강하제,전문의약품,20050923,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502200071,,,LENIDIP tablets,642701180,2024-12-11 2:55
200402830,펠론정(펠로디핀),위더스제약(주),연분홍색의 원형 제피정,WU,F5,원형,분홍,,,,9.1,9.1,3.9,혈압강하제,전문의약품,20041206,서방성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZor,,,Fellon Tab.,660701970,2024-12-11 2:55
198501028,미노씬캡슐50mg(미노사이클린염산염),에스케이케미칼(주),"노란색의 가루가 든 상부 주홍색, 하부 미황색 불투명의 경질캡슐",Minocin Minocin,,장방형,주황,노랑,,,15.7,5.57,5.83,"주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것",전문의약품,19850615,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6PEb,,,Minocin Capsule 50mg(Minocycline HCl),644700590,2024-12-11 2:55
200501778,오젝스정(토수플록사신토실산염수화물),에스케이케미칼(주),흰색의 원형 필름코팅정,OZEX,,원형,하양,,,,8.6,8.6,4.5,기타의 화학요법제,전문의약품,20051206,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6PFr,,,Ozex Tab. 150mg,644701880,2024-12-11 2:55
200410942,판테온정40밀리그램(판토프라졸나트륨세스키히드레이트),알보젠코리아(주),황색의 장용성 제피를 한 타원형 정제,PT4,,타원형,노랑,,,,11.07,6.03,4.13,소화성궤양용제,전문의약품,20041102,장용성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHXu,,,Panteon Tablet 40mg(Pantoprazole Sodium Sesquihydrate),652601440,2024-12-11 2:55
200500058,유로민정,신풍제약(주),녹색 장방형의 필름코팅정,마크,U분할선3,장방형,초록,,-,-,17.3,7.7,6.0,기타의 비뇨생식기관 및 항문용약,일반의약품,20050809,필름코팅정,"S P,SP,5P,dS,d5",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333339425900043,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000014,,,,2024-12-11 2:55
200503065,유니토파정(토피라메이트),유니메드제약(주),황색의 원형 필름코팅정,UNITOPA100,십자분할선,원형,노랑,,,+,9.5,9.5,4.0,항전간제,전문의약품,20050323,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369795248800106,,,Unitopa Tab.,649503080,2024-12-11 2:55
200512335,세레나데정(클로피도그렐황산수소염),유니메드제약(주),분홍색의 원형 필름코팅정,CERE,75,원형,분홍,,,,8.2,8.2,3.8,동맥경화용제,전문의약품,20050726,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v0rH,,,Cerenade Tab.,649501080,2024-12-11 2:55
200503063,유니작정(플루옥세틴염산염),유니메드제약(주),청록색의 타원형 필름코팅정,UNIZAC20,분할선,타원형,청록,,,-,12.0,6.0,3.0,정신신경용제,전문의약품,20050113,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGKB,,,Unizac Tab.,649502700,2024-12-11 2:55
200500559,글라디엠정1밀리그램(글리메피리드),(주)유한양행,담홍색의 장방형 정제,Y분할선H,분할선,기타,분홍,,-,-,8.04,4.00,2.26,당뇨병용제,전문의약품,20050117,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428166497500030,,,Gladm Tablet 1mg,642100070,2024-12-11 2:55
200403794,유니알-에프연질캡슐(빌베리건조엑스),유니메드제약(주),진한 갈색의 내용물이 든 진한 갈색의 타원형 연질캡슐제,UNIAL,,타원형,검정,,,,14.0,7.0,8.0,안과용제,일반의약품,20040206,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428166497500033,,,Unial-F-soft Cap.,,2024-12-11 2:55
200500765,동화메만틴정(메만틴염산염),동화약품(주),흰색의 장방형 필름코팅 정제,D-W분할선D-W,MT분할선MT,기타,하양,,-,-,12.7,5.3,3.8,기타의 중추신경용약,전문의약품,20050831,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369804405900074,,,Dongwha Memantine tablets,642700420,2024-12-11 2:55
200501163,리스펜정3밀리그램(리스페리돈),명인제약(주),노란색의 장방형 필름코팅정,Rs분할선3,,장방형,노랑,,-,,13.0,6.5,3.0,정신신경용제,전문의약품,20050928,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OagY-Vo0LI,,,Rispen Tab. 3mg,651900400,2024-12-11 2:55
200200327,밤부톨정(염산밤부테롤),일동제약(주),이 약은 흰색 또는 미황색의 장방형 정제이다.                                                              ,ID분할선BT,분할선,장방형,하양,,-,-,9.79,4.72,2.92,기타의 호흡기관용약,전문의약품,20020529,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Or51Qm62yn,,,Bambutol Tab.(Bambuterol HCl),642900580,2024-12-11 2:55
200302269,제로캄정(피록시캄베타-싸이클로덱스트린),(주)서울제약,황색 내지 레몬빛 황색의 원형 정제,ZRC,,원형,노랑,,,,9.7,9.7,4.3,해열.진통.소염제,전문의약품,20030319,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148950600890800196,,,,,2024-12-11 2:55
200308860,케어탈정(아세클로페낙),(주)서울제약,흰색의 원형 필름코팅정제                                                                                ,CF,,원형,하양,,,,8.2,8.2,3.8,해열.진통.소염제,전문의약품,20070130,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148950605735800002,,,,,2024-12-11 2:55
200300102,세클로낙정(아세클로페낙),(주)종근당,백색의 원형 필름코팅정,CKD,C,원형,하양,,,,8.1,8.1,4.1,해열.진통.소염제,전문의약품,20030526,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OdaTZpEPii,,,SECLONAC Tab. 100mg,643301260,2024-12-11 2:55
200301348,아세젠정(아세클로페낙),(주)뉴젠팜,흰색의 원형 필름코팅정,ASG,,원형,하양,,,,7.6,7.6,4.1,해열.진통.소염제,전문의약품,20030421,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OdaTZpEPy0,,,ASEGEN TAB.(ACECLOFENAC),646201260,2024-12-11 2:55
200300442,닥스펜정150밀리그램(덱시부프로펜),(주)바이넥스,분홍색의 원형 필름코팅정제,D150,,원형,분홍,,,,9.73,9.73,4.88,해열.진통.소염제,일반의약품,20030326,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v0mX,,,,,2024-12-11 2:55
200300837,펜타우드연질캡슐(덱시부프로펜),(주)제뉴파마,미황색의 투명한 유상내용물이 든 주황색의 투명한 타원형 연질캅셀,BP,,타원형,"주황, 투명",,,,14.1,9.64,9.64,해열.진통.소염제,일반의약품,20030225,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809042024200173,,,Pentaud Soft Cap. 300mg,,2024-12-11 2:55
200300122,오페린정25mg(오르페나드린염산염)(수출용),이연제약(주),미황색의 원형정제,Y,분할선,원형,노랑,,,-,7.5,7.5,2.4,기타의 중추신경용약,전문의약품,20030306,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427994445600023,,,Orpherine Tab. 25mg(for export),,2024-12-11 2:55
200101152,싸이크벤정(염산시클로벤자프린),(주)메디카코리아,일면 영문M자가 새겨진 황색의 원형정제,M,,원형,노랑,,,,6.1,6.1,3.5,골격근이완제,전문의약품,20011108,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427994445600026,,,,,2024-12-11 2:55
200308552,티로젠정(티로프라미드염산염),(주)뉴젠팜,흰색의 원형필름코팅정,TIR,,원형,하양,,,,8,8,3.5,진경제,전문의약품,20030421,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqO4sCY2HG,,,TIROGEN TAB.(TIROPRAMIDE HYDROCHLORIDE),646202050,2024-12-11 2:55
200302515,티파론정(티로프라미드염산염),대한뉴팜(주),흰색의 원형 필름코팅정,TP,,원형,하양,,,,8.1,8.1,4,진경제,전문의약품,20030423,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqO4sCY1we,,,Tiparone Tab.,669904070,2024-12-11 2:55
200202092,티파스정(티로프라미드염산염),하나제약(주),백색의 원형 필름코팅정제,HN,,원형,하양,,,,7.5,7.5,3.4,진경제,전문의약품,20021223,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqO4sCY23n,,,Tipas Tab.,657802060,2024-12-11 2:55
200302148,디아이연질캡슐(비키늄미르틸루스엑스),지엘파마(주),진한갈색(흑갈색)의 유상액이 들어있는 진한갈색의 연질캡슐,마크,,타원형,검정,,,,15.46,9.18,9.18,안과용제,일반의약품,20030404,"연질캡슐제, 현탁상","D.E,DE,Dε",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwdHXPBe3L,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938654295200082,,,,2024-12-11 2:55
200302193,로라닐정(로라타딘)(수출용),(주)유영제약,백색의 원형 정제,마크,LRN,원형,하양,,,,6.1,6.1,3.4,항히스타민제,전문의약품,20030319,나정,i,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeZUA,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900100,,Loranil Tab.,,2024-12-11 2:55
200100711,카드린정2밀리그람(독사조신메실산염),대우제약(주),백색의 장방형 정제 ,C분할선2,DAEWOO,장방형,하양,,-,,9.3,4.7,3.0,혈압강하제,전문의약품,20010922,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427994445600047,,,Cadrin Tab. 2mg,,2024-12-11 2:55
200300699,트리아핀정5/5mg,(주)한독,적갈색의 양쪽이 볼록한 원형의 필름코팅정   ,HOE,5,원형,갈색,,,,9,9,5,혈압강하제,전문의약품,20030329,서방성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154601164159700035,,,Triapin Tab. 5/5mg,652101410,2024-12-11 2:55
200200448,카베디아정25밀리그램(카르베딜롤),대웅바이오(주),백색의 원형 정제,DW,C분할선5,원형,하양,,,-,7.2,7.2,2,혈압강하제,전문의약품,20021105,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGPm,,,CARVEDIA TAB. 25MG,694000020,2024-12-11 2:55
200302015,페로딜정(이펜프로딜타르타르산염),영풍제약(주),흰색원형의 필름코팅정 이다.,PD,,원형,하양,,,,7,7,3.8,기타의 순환계용약,전문의약품,20030307,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148777813767300194,,,PERODILTAB.(IFENPRODILTARTRATE),661901830,2024-12-11 2:55
200101150,자티딘캡슐150밀리그램(니자티딘),(주)메디카코리아,흰색~미백색의 결정성 내용물이 충진된 상하부 황색의 경질캡슐제,MK ZD,,장방형,노랑,노랑,,,19.1,6.63,6.91,소화성궤양용제,전문의약품,20011025,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEyrI,,,Zatidine Cap. 150mg,646002070,2024-12-11 2:55
200302266,두배락캡슐(바실루스리케니포르미스균),(주)서울제약,흰색의 분말이 든 상부 하부 미황색의 캡슐제,마크 DVL,,장방형,노랑,노랑,,,19.1,6.7,6.7,정장제,일반의약품,20030305,"경질캡슐제, 산제","태극,S,5",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v4Ve,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900049,,Dubelac Cap.,652900260,2024-12-11 2:55
